time,open,high,low,close,tick_volume,spread,real_volume
2026-08-22 04:00:00+00:00,77939.55,78225.43,77807.18,77821.97,8384,1694,0
2026-08-22 05:00:00+00:00,77823.31,78532.48,77778.92,78362.37,6889,1694,0
2026-08-22 06:00:00+00:00,78448.28,78823.23,78360.87,78403.02,7827,1694,0
2026-08-22 07:00:00+00:00,78403.67,78810.12,78196.18,78457.14,8712,1694,0
2026-08-22 08:00:00+00:00,78459.99,78583.92,76491.13,77376.71,19432,1694,0
2026-08-22 09:00:00+00:00,77376.67,77561.93,76986.67,77478.06,8933,1694,0
2026-08-22 10:00:00+00:00,77476.92,77660.34,77206.0,77279.48,8066,1694,0
2026-08-22 11:00:00+00:00,77279.5,77435.39,77025.85,77194.29,8038,1694,0
2026-08-22 12:00:00+00:00,77197.28,77379.71,76824.36,77052.65,7041,1694,0
2026-08-22 13:00:00+00:00,77052.56,77181.59,76522.09,76968.89,10430,1694,0
2026-08-22 14:00:00+00:00,76969.03,77197.51,76798.39,77116.22,6139,1694,0
2026-08-22 15:00:00+00:00,77115.84,77372.26,77063.14,77287.88,5790,1694,0
2026-08-22 16:00:00+00:00,77290.6,77360.68,77095.64,77280.71,5160,1694,0
2026-08-22 17:00:00+00:00,77281.01,77305.7,76913.03,76999.6,6196,1694,0
2026-08-22 18:00:00+00:00,76999.63,77098.07,76870.3,76966.34,5385,1694,0
2026-08-22 19:00:00+00:00,76966.74,77547.31,76946.72,77281.49,5804,1694,0
2026-08-22 20:00:00+00:00,77282.57,77363.04,77065.31,77269.58,4540,1694,0
2026-08-22 21:00:00+00:00,77269.6,77349.92,77126.58,77255.63,4120,1694,0
2026-08-22 22:00:00+00:00,77255.62,77462.06,77193.24,77406.78,3994,1694,0
2026-08-22 23:00:00+00:00,77407.54,77456.33,77254.0,77303.73,3269,1694,0
2026-08-23 00:00:00+00:00,77304.0,77304.0,76817.0,76846.48,5313,1694,0
2026-08-23 01:00:00+00:00,76846.11,77145.28,76764.81,76988.76,5141,1694,0
2026-08-23 02:00:00+00:00,76990.46,77121.08,76882.22,77065.93,3494,1694,0
2026-08-23 03:00:00+00:00,77067.48,77350.16,77031.27,77289.56,4375,1694,0
2026-08-23 04:00:00+00:00,77289.51,77395.6,77150.03,77185.66,4291,1694,0
2026-08-23 05:00:00+00:00,77186.29,77212.26,77055.05,77067.8,2878,1694,0
2026-08-23 06:00:00+00:00,77067.84,77136.32,76828.8,76921.95,4070,1694,0
2026-08-23 07:00:00+00:00,76924.7,77031.2,76480.94,76594.13,6730,1694,0
2026-08-23 08:00:00+00:00,76593.04,76732.81,75565.58,76048.05,12271,1694,0
2026-08-23 09:00:00+00:00,76049.49,76351.74,75870.23,76090.05,6310,1694,0
2026-08-23 10:00:00+00:00,76090.23,76340.85,75892.09,75996.69,5057,1694,0
